# Data columns:X Mean-1Stdev 1stQuartile Median 3rdQuartile Mean+1Stdev
5   5855.968 5947.125    6327.2204    6746.861   6798.472
20  7419.732 7756.3395    9550.484   11431.3 11681.235
40  16502.970 17829.520  19901.058  22522.474 23299.147
